new_patient,5,1227,0.08139038,0.06703186,9.612717
new_patient,5,1240,0.01914978,0.0622406,9.421173
new_patient,5,1242,0.05265808,0.15800476,9.660599
new_patient,5,1243,0.04309082,0.20588684,9.555252
new_patient,5,1244,0.0335083,0.009567261,9.564835
new_patient,5,1246,-0.17237854,0.08618164,9.593552
new_patient,5,1247,-0.04309082,0.14364624,9.627075
new_patient,5,1248,0.0335083,0.05265808,9.727631
new_patient,5,1249,0.04309082,0.05265808,8.947128
new_patient,5,1251,-0.22026062,0.0335083,8.927963
new_patient,5,1252,0.21546936,0.19152832,10.216049
new_patient,5,1253,0.11491394,0.16279602,9.722839
new_patient,5,1254,0.10533142,0.09576416,9.674957
new_patient,5,1256,0.08139038,0.14364624,9.19133
new_patient,5,1257,-0.07182312,0.028717041,9.631866
new_patient,5,1258,0.04788208,0.12927246,9.536102
new_patient,5,1260,0.0909729,0.15800476,9.583984
new_patient,5,1268,-0.04309082,0.14364624,9.727631
new_patient,5,1269,-0.0143585205,0.16758728,9.694122
new_patient,5,1270,0.004776001,0.004776001,9.670166
new_patient,5,1271,0.08139038,0.22026062,9.660599
new_patient,5,1272,0.07182312,0.009567261,9.579193
new_patient,5,1273,-0.01914978,0.08139038,9.727631
new_patient,5,1275,0.0,-0.0335083,9.497787
new_patient,5,1276,0.03829956,0.15800476,9.631866
new_patient,5,1278,0.04788208,0.09576416,9.636658
new_patient,5,1279,0.05744934,0.1819458,9.464264
new_patient,5,1280,0.0909729,0.05744934,9.612717
new_patient,5,1281,-0.07661438,0.07661438,9.607925
new_patient,5,1282,-0.04309082,0.16758728,9.512161
new_patient,5,1284,0.0335083,0.08618164,9.560043
new_patient,5,1285,-0.04309082,0.08139038,9.679749
new_patient,5,1286,0.14364624,0.07661438,9.8138275
new_patient,5,1296,-0.05744934,0.04788208,9.440323
new_patient,5,1297,0.09576416,0.05265808,9.617508
new_patient,5,1298,0.11012268,0.1197052,9.770737
new_patient,5,1299,0.0335083,0.09576416,9.6558075
new_patient,5,1301,-0.05265808,0.08618164,9.74678
new_patient,5,1302,0.13406372,0.08618164,9.718063
new_patient,5,1303,-0.009567261,0.0335083,9.68454
new_patient,5,1305,0.13406372,0.19152832,9.612717
new_patient,5,1306,0.0335083,0.09576416,9.536102
new_patient,5,1307,0.07661438,0.18673706,9.928741
new_patient,5,1308,0.0622406,0.07182312,9.780304
new_patient,5,1309,0.01914978,0.0909729,9.516937
new_patient,5,1311,-0.009567261,0.20111084,9.579193
new_patient,5,1312,0.0622406,0.028717041,9.718063
new_patient,5,1313,-0.0143585205,0.14364624,9.588776
new_patient,5,1314,0.06703186,0.10533142,9.674957
new_patient,5,1315,-0.04309082,0.13885498,9.550461
new_patient,5,1324,0.07182312,0.12927246,9.550461
new_patient,5,1325,-0.0143585205,0.16279602,9.54567
new_patient,5,1326,0.1197052,0.1484375,9.469055
new_patient,5,1328,0.05744934,0.07182312,9.5217285
new_patient,5,1329,0.004776001,0.05265808,9.679749
new_patient,5,1330,0.06703186,0.14364624,9.694122
new_patient,5,1331,0.028717041,0.12449646,9.765945
new_patient,5,1333,-0.08139038,0.19631958,9.445114
new_patient,5,1335,-0.03829956,0.08618164,9.689331
new_patient,5,1336,0.04788208,-0.009567261,9.48822
new_patient,5,1337,-0.05744934,0.15800476,9.3685
new_patient,5,1338,-0.07182312,0.04788208,9.583984
new_patient,5,1339,-0.05744934,0.15322876,9.670166
new_patient,5,1340,0.0335083,0.13885498,9.603134
new_patient,5,1342,-0.06703186,0.0909729,9.593552
new_patient,5,1343,0.01914978,0.16279602,9.52652
new_patient,5,1351,0.004776001,0.13885498,9.555252
new_patient,5,1352,-0.009567261,0.0909729,9.464264
new_patient,5,1353,-0.004776001,0.17237854,9.555252
new_patient,5,1354,0.06703186,0.14364624,9.742004
new_patient,5,1355,0.01914978,0.1197052,9.540894
new_patient,5,1356,0.08139038,0.24420166,9.727631
new_patient,5,1358,-0.004776001,0.004776001,9.454697
new_patient,5,1359,-0.05265808,0.08139038,9.593552
new_patient,5,1360,0.10055542,0.02394104,9.622284
new_patient,5,1362,-0.009567261,0.03829956,9.603134
new_patient,5,1363,0.10533142,0.11012268,9.478638
new_patient,5,1364,-0.04788208,0.15800476,9.469055
new_patient,5,1366,0.14364624,0.0,9.497787
new_patient,5,1367,-0.0335083,0.18673706,9.727631
new_patient,5,1368,-0.004776001,0.20588684,9.646225
new_patient,5,1369,-0.02394104,0.04788208,9.588776
new_patient,5,1378,0.08139038,0.10055542,9.593552
new_patient,5,1380,0.05744934,0.1819458,9.70369
new_patient,5,1381,0.028717041,0.11491394,9.421173
new_patient,5,1382,-0.009567261,0.14364624,9.502579
new_patient,5,1384,0.08618164,0.08618164,9.622284
new_patient,5,1385,0.08618164,0.1819458,9.603134
new_patient,5,1386,0.12927246,-0.0143585205,9.670166
new_patient,5,1388,0.009567261,0.08618164,9.516937
new_patient,5,1389,0.05265808,-0.16758728,9.473846
new_patient,5,1390,-0.0622406,0.2681427,9.593552
new_patient,5,1391,-0.009567261,0.0909729,9.416382
new_patient,5,1392,0.0,0.2681427,9.66539
new_patient,5,1394,0.17237854,-0.004776001,9.737213
new_patient,5,1395,0.07661438,0.05265808,9.473846
new_patient,5,1396,0.08618164,0.08618164,9.540894
new_patient,5,1398,0.11491394,0.08618164,9.306259
