Kyle_1_5.txt,-,16493,-0.23191833,0.73495483,9.924973
Kyle_1_5.txt,-,16495,-0.26393127,0.66023254,9.9036255
Kyle_1_5.txt,-,16498,-0.29595947,0.5855255,9.882294
Kyle_1_5.txt,-,16500,-0.32798767,0.5108032,9.860947
Kyle_1_5.txt,-,16501,-0.41261292,0.50927734,9.826126
Kyle_1_5.txt,-,16504,-0.032485962,0.45254517,10.106491
Kyle_1_5.txt,-,16512,0.16508484,0.5320282,9.913498
Kyle_1_5.txt,-,16515,0.2323761,0.51345825,9.841812
Kyle_1_5.txt,-,16519,0.21307373,0.7362366,9.821014
Kyle_1_5.txt,-,16522,0.26255798,0.8825531,9.73114
Kyle_1_5.txt,-,16524,0.105163574,0.69989014,9.580246
Kyle_1_5.txt,-,16526,0.09451294,0.8003845,9.716263
Kyle_1_5.txt,-,16528,0.314682,0.7317352,9.801849
Kyle_1_5.txt,-,16530,0.17918396,0.6569824,9.805328
Kyle_1_5.txt,-,16532,-0.095077515,0.5417328,9.9448395
Kyle_1_5.txt,-,16535,0.12008667,0.819458,9.860947
Kyle_1_5.txt,-,16537,0.043792725,0.61753845,9.919891
Kyle_1_5.txt,-,16539,0.09527588,0.38012695,10.052628
Kyle_1_5.txt,-,16540,0.227005,0.4434662,10.137238
Kyle_1_5.txt,-,16544,0.3751526,0.7002411,9.566635
Kyle_1_5.txt,-,16545,0.08085632,0.80604553,9.499237
Kyle_1_5.txt,-,16547,-0.29310608,0.50242615,9.711899
Kyle_1_5.txt,-,16550,0.4388275,0.8323059,9.154846
Kyle_1_5.txt,-,16552,0.638855,1.6165924,8.07251
Kyle_1_5.txt,-,16554,-0.50956726,1.0722046,9.104126
Kyle_1_5.txt,-,16556,-0.9679413,-0.54078674,11.142349
Kyle_1_5.txt,-,16560,0.18875122,-0.62254333,11.429764
Kyle_1_5.txt,-,16563,0.6926117,0.7258606,10.092697
Kyle_1_5.txt,-,16567,-0.5639801,1.3715363,9.266754
Kyle_1_5.txt,-,16571,-0.664093,0.70961,9.242477
Kyle_1_5.txt,-,16574,0.08970642,0.34675598,9.919159
Kyle_1_5.txt,-,16578,-0.060562134,0.2348938,10.343582
Kyle_1_5.txt,-,16581,-0.39387512,0.05581665,10.385803
Kyle_1_5.txt,-,16584,0.1035614,0.3330078,10.2083435
Kyle_1_5.txt,-,16588,0.39102173,0.51638794,10.369995
Kyle_1_5.txt,-,16591,0.40623474,0.16075134,10.845734
Kyle_1_5.txt,-,16595,0.728302,0.41186523,10.247498
Kyle_1_5.txt,-,16598,0.4729309,0.6626587,9.307297
Kyle_1_5.txt,-,16601,-0.6445923,0.3459015,9.391312
Kyle_1_5.txt,-,16605,-0.049957275,-0.1542511,9.473343
Kyle_1_5.txt,-,16608,1.4745941,0.75746155,9.090042
Kyle_1_5.txt,-,16611,0.63645935,1.4433136,8.609192
Kyle_1_5.txt,-,16615,-1.9360657,0.24995422,9.972519
Kyle_1_5.txt,-,16618,-1.5432739,-0.10084534,9.9470215
Kyle_1_5.txt,-,16621,0.02998352,-0.008255005,10.103638
Kyle_1_5.txt,-,16624,1.3439026,0.43569946,10.458817
Kyle_1_5.txt,-,16627,0.22793579,0.39637756,9.955688
Kyle_1_5.txt,-,16630,-1.0251923,-0.003692627,9.439606
Kyle_1_5.txt,-,16632,0.02015686,0.20446777,9.123322
Kyle_1_5.txt,-,16635,0.79112244,1.0863647,9.601791
Kyle_1_5.txt,-,16636,-0.44273376,0.7021942,9.626801
Kyle_1_5.txt,-,16638,-0.6273041,0.3539276,8.870483
Kyle_1_5.txt,-,16641,0.7141113,0.7622528,8.605484
Kyle_1_5.txt,-,16645,0.8252716,1.3173523,9.899597
Kyle_1_5.txt,-,16648,-1.072464,-0.18473816,11.866486
Kyle_1_5.txt,-,16657,-1.1644745,-1.4676056,12.044144
